timestamp,raw_log_preview,extracted_asset,extracted_threat,likelihood_score,impact_score,risk_score,confidence,requires_review,human_override
2026-05-02T22:11:53.619784,POST http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1 modo=entrar&login=kuntova&pwd=TRO,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:12:01.824816,GET http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioA=3714&B1=Confirmar HTTP/1.1,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:12:09.937298,GET http://localhost:8080/tienda1/global/creditos.jsp/asf-logo-wide HTTP/1.1,public_web_server,malicious_file,3,5,15,0.99,False,
2026-05-02T22:12:17.783198,GET http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito HTTP/1.1,public_web_server,benign,3,5,15,0.99,False,
2026-05-02T22:12:25.972175,POST http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1 modo=insertar&precio=9366&B1=Pasar+por,public_web_server,malicious_file,3,5,15,0.99,False,
2026-05-02T22:12:34.163221,GET http://localhost:8080/tienda1/global/estilos.css HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:12:42.340998,GET http://localhost:8080/tienda1/miembros/imagenes/castro.jpg HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:12:50.491081,POST http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1 id=2&nombre=Vino+Rioja&precioA=100&ca,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:12:58.682180,GET http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:13:06.813290,POST http://localhost:8080/tienda1/publico/entrar.jsp HTTP/1.1 errorMsg=Credenciales+incorrectas,public_web_server,sql_injection,4,5,20,0.98,False,
2026-05-02T22:13:14.983119,GET http://localhost:8080/tienda1/miembros/imagenes/castro.jpg HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:13:22.922015,GET http://localhost:8080/tienda1/miembros/index.jsp HTTP/1.1,public_web_server,benign,3,5,15,0.95,False,
2026-05-02T22:13:31.044806,GET http://localhost:8080/tienda1/publico/caracteristicas.jsp?idA=1 HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:13:39.162625,GET http://localhost:8080/tienda1/publico/productos.jsp HTTP/1.1,public_web_server,sql_injection,4,5,20,0.98,False,
2026-05-02T22:13:48.106886,GET http://localhost:8080/tienda1/publico/anadir.jsp?id=3any%250D%250ASet-cookie%253A%2BTamper%253D5,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:13:56.308262,GET http://localhost:8080/tienda1/global/titulo.jsp HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:14:04.497878,GET http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1%2B HTTP/1.1,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:14:13.537863,GET http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=defalco&password=botonesS,public_web_server,malicious_file,3,5,15,0.92,False,
2026-05-02T22:14:21.646908,GET http://localhost:8080/tienda1/imagenes/2.gif HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:14:30.578719,GET http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=mariabel&password=c2645id,public_web_server,malicious_file,3,5,15,0.92,False,
2026-05-02T22:14:39.514163,POST http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1 modo=registro&login=keeler&password=,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:14:48.806217,POST http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1 modo=registro&login=schwenk&password,public_web_server,malicious_file,3,5,15,0.92,False,
2026-05-02T22:14:57.003939,GET http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=williams9&pwd=LaSedaD&rem,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:15:05.178428,GET http://localhost:8080/tienda1/publico/productos.jsp HTTP/1.1,public_web_server,sql_injection,4,5,20,0.98,False,
2026-05-02T22:15:14.167759,GET http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hendren&password=veinten6o,public_web_server,malicious_file,3,5,15,0.92,False,
2026-05-02T22:15:22.282591,GET http://localhost:8080/tienda1/miembros/imagenes/castro.jpg HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:15:30.410924,GET http://localhost:8080/tienda1/imagenes/2.gif HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:15:38.616757,POST http://localhost:8080/tienda1/publico/entrar.jsp HTTP/1.1 errorMsg=%27+DELETE+FROM+USERS,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:15:46.781148,GET http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas HTTP/1.1,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:15:54.969554,POST http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1 idA=3&nombre=Queso+Manchego&precio=39,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:16:03.085152,GET http://localhost:8080/tienda1/miembros/imagenes/castro.jpg HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:16:10.951256,GET http://localhost:8080/tienda1/miembros/index.jsp HTTP/1.1,public_web_server,benign,3,5,15,0.95,False,
2026-05-02T22:16:19.192845,POST http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1 modo=entrar&login=shari&pwd=AGobi,public_web_server,sql_injection,4,5,20,0.99,False,
2026-05-02T22:16:27.141998,GET http://localhost:8080/tienda1/miembros/index.jsp HTTP/1.1,public_web_server,benign,3,5,15,0.95,False,
2026-05-02T22:16:35.319782,GET http://localhost:8080/tienda1/publico/miembros.jsp/6909030637832563290.jsp HTTP/1.1,public_web_server,malicious_file,3,5,15,0.99,False,
2026-05-02T22:16:43.429823,GET http://localhost:8080/tienda1/global/titulo.jsp HTTP/1.1,public_web_server,malicious_file,3,5,15,0.98,False,
2026-05-02T22:16:51.557758,GET http://localhost:8080/tienda1/global/creditos.jsp/asf-logo-wide.gif HTTP/1.1,public_web_server,malicious_file,3,5,15,0.99,False,
2026-05-02T22:17:00.589195,GET http://localhost:8080/tienda1/miembros/editar.jsp?modoA=registro&login=ning&password=Graciosamen,public_web_server,malicious_file,3,5,15,0.92,False,
